Carport,Dapur,Daya Listrik,Garasi,Jumlah Lantai,Kamar Mandi,Kamar Tidur,Kondisi Perabotan,Luas Bangunan,Luas Tanah,Nomor Lantai,Sertifikat,Tahun Dibangun,address,latitude,longitude,price_currency,price_unit,price_value
1.0,1.0,2200 Watt,,2.0,3.0,3.0,Unfurnished,103 m²,53 m²,,SHM - Sertifikat Hak Milik,2023.0,"Pisangan Lama, Jakarta Timur",-6.2145536,106.876809,Rp,Miliar,"1,62"
,1.0,,,2.0,2.0,2.0,Unfurnished,39 m²,20 m²,,SHM - Sertifikat Hak Milik,2023.0,"Cipinang, Jakarta Timur",-6.20989,106.89872,Rp,Juta,482
,,7700 Watt,,3.0,5.0,4.0,,900 m²,450 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,27
2.0,2.0,10600 Watt,2.0,2.0,8.0,6.0,Semi Furnished,1500 m²,887 m²,,SHM - Sertifikat Hak Milik,,"Pantai Mutiara, Jakarta Utara",-6.1056038,106.7936639,Rp,Miliar,30
2.0,1.0,7700 Watt,,3.0,5.0,6.0,Semi Furnished,282 m²,155 m²,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.136937199999999,106.8620891,Rp,Miliar,"3,7"
2.0,1.0,4400 Watt,,2.0,2.0,3.0,Unfurnished,107 m²,80 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"2,35"
1.0,1.0,4400 Watt,,3.0,3.0,3.0,Unfurnished,85 m²,45 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"1,6"
2.0,1.0,5500 Watt,2.0,2.0,4.0,4.0,Semi Furnished,400 m²,600 m²,,SHM - Sertifikat Hak Milik,2018.0,"Kembangan, Jakarta Barat",-6.1987086,106.741926,Rp,Miliar,"9,5"
,1.0,,,2.0,2.0,2.0,Unfurnished,43 m²,24 m²,,SHM - Sertifikat Hak Milik,2024.0,"Kelapa Gading, Jakarta Utara",-6.15808,106.91815,Rp,Juta,515
2.0,1.0,5500 Watt,2.0,2.0,4.0,4.0,Furnished,400 m²,600 m²,,SHM - Sertifikat Hak Milik,2015.0,"Meruya, Jakarta Barat",-6.1970854,106.7382072,unknown,unknown,unknown
7.0,2.0,,2.0,2.0,7.0,7.0,Unfurnished,600 m²,960 m²,,SHM - Sertifikat Hak Milik,2000.0,"Kebayoran Baru, Jakarta Selatan",-6.2456989371893,106.80892815857,Rp,Miliar,48
2.0,2.0,,3.0,2.0,5.0,4.0,Unfurnished,800 m²,318 m²,,SHM - Sertifikat Hak Milik,2022.0,"Kebayoran Baru, Jakarta Selatan",-6.2456989371893,106.80892815857,Rp,Miliar,29
,,,,2.0,2.0,2.0,Semi Furnished,120 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Puri Media, Jakarta Barat",-6.1585001945495605,106.74700164794922,Rp,Miliar,"2,8"
,,,,2.0,3.0,3.0,Semi Furnished,200 m²,144 m²,,SHM - Sertifikat Hak Milik,,"Permata Buana, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"5,5"
,,,,,1.0,2.0,Furnished,35 m²,,10.0,HGB - Hak Guna Bangunan,2009.0,"Kalibata, Jakarta Selatan",-6.26432,106.84216,unknown,unknown,unknown
2.0,1.0,3500 Watt,,2.0,2.0,3.0,Unfurnished,150 m²,120 m²,,SHM - Sertifikat Hak Milik,,"Meruya, Jakarta Barat",-6.1970854,106.7382072,Rp,Miliar,"2,9"
1.0,1.0,7700 Watt,3.0,3.0,3.0,5.0,Furnished,600 m²,250 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"10,2"
1.0,1.0,2200 Watt,,2.0,2.0,3.0,Semi Furnished,150 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Duri Kosambi, Jakarta Barat",-6.1721148,106.7205154,Rp,Miliar,"1,8"
3.0,1.0,5500 Watt,1.0,2.0,3.0,4.0,Unfurnished,300 m²,266 m²,,SHM - Sertifikat Hak Milik,,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,Rp,Miliar,9
1.0,1.0,,1.0,2.0,3.0,3.0,Unfurnished,100 m²,85 m²,,SHM - Sertifikat Hak Milik,,"Semanan, Jakarta Barat",-6.1649271,106.7057733,Rp,Miliar,"1,4"
2.0,1.0,,2.0,3.0,4.0,4.0,Semi Furnished,600 m²,240 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,15
1.0,1.0,3500 Watt,1.0,4.0,4.0,5.0,Unfurnished,350 m²,135 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"6,97"
1.0,1.0,4400 Watt,1.0,1.0,1.0,3.0,Unfurnished,125 m²,160 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"4,8"
2.0,1.0,10000 Watt,,2.0,2.0,5.0,Unfurnished,150 m²,209 m²,,SHM - Sertifikat Hak Milik,,"Cempaka Putih, Jakarta Pusat",-6.1868333,106.8665002,Rp,Miliar,"4,6"
1.0,1.0,5500 Watt,1.0,1.0,1.0,3.0,Semi Furnished,125 m²,160 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"4,7"
3.0,1.0,13200 Watt,1.0,2.0,5.0,5.0,Unfurnished,490 m²,500 m²,,SHM - Sertifikat Hak Milik,,"Menteng, Jakarta Pusat",-6.1937297,106.8392111,Rp,Miliar,45
1.0,1.0,,1.0,1.0,1.0,2.0,Unfurnished,90 m²,150 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"2,7"
2.0,2.0,,2.0,2.0,3.0,4.0,Semi Furnished,450 m²,400 m²,,SHM - Sertifikat Hak Milik,,"Kebon Jeruk, Jakarta Barat",-6.18687,106.77643,Rp,Miliar,"14,5"
,,,,,2.0,3.0,Semi Furnished,135 m²,,,SHM - Sertifikat Hak Milik,2014.0,"Setiabudi, Jakarta Selatan",-6.207670211791992,106.82698059082031,Rp,Miliar,"3,6"
,1.0,,,3.0,3.0,4.0,Furnished,450 m²,300 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.12367,106.75318,Rp,Miliar,"12,5"
,1.0,,,3.0,4.0,4.0,Unfurnished,315 m²,250 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1236701011657715,106.75318145751953,Rp,Miliar,9
2.0,2.0,,2.0,4.0,6.0,6.0,Furnished,1000 m²,270 m²,,SHM - Sertifikat Hak Milik,,"Kelapa Gading, Jakarta Utara",-6.15808,106.91815,Rp,Miliar,"13,5"
,,,,1.0,,,,400 m²,220 m²,,SHM - Sertifikat Hak Milik,2012.0,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,Rp,Miliar,"11,5"
2.0,1.0,,,2.0,3.0,3.0,,90 m²,96 m²,,SHM - Sertifikat Hak Milik,2017.0,"Cakung, Jakarta Timur",-6.18489,106.94493,Rp,Miliar,"1,85"
2.0,1.0,,,2.0,3.0,4.0,,150 m²,90 m²,,SHM - Sertifikat Hak Milik,2023.0,"Kelapa Gading, Jakarta Utara",-6.15808,106.91815,Rp,Miliar,"2,99"
,,,,2.0,4.0,5.0,Unfurnished,300 m²,130 m²,,SHM - Sertifikat Hak Milik,2023.0,"Permata Buana, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"8,5"
,,,,,1.0,3.0,Furnished,100 m²,,18.0,HGB - Hak Guna Bangunan,,"Kemayoran, Jakarta Pusat",-6.16165,106.85501,Rp,Miliar,"1,15"
2.0,,,,2.0,2.0,4.0,Unfurnished,366 m²,372 m²,,SHM - Sertifikat Hak Milik,,"Cipete, Jakarta Selatan",-6.270367,106.811741,unknown,unknown,unknown
,,,,1.0,2.0,3.0,Unfurnished,100 m²,190 m²,,SHM - Sertifikat Hak Milik,,"Tebet, Jakarta Selatan",-6.22584,106.85681,Rp,Miliar,"2,95"
3.0,,,,2.0,3.0,4.0,Unfurnished,200 m²,201 m²,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.13717,106.86524,Rp,Miliar,"4,8"
2.0,,,,2.0,5.0,6.0,Unfurnished,601 m²,462 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,Rp,Miliar,"16,8"
1.0,1.0,11000 Watt,1.0,2.0,4.0,4.0,Unfurnished,750 m²,360 m²,,SHM - Sertifikat Hak Milik,2010.0,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"12,5"
,1.0,11000 Watt,1.0,2.0,5.0,5.0,Semi Furnished,900 m²,537 m²,,SHM - Sertifikat Hak Milik,2010.0,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"16,5"
2.0,2.0,3500 Watt,1.0,2.0,3.0,5.0,Furnished,250 m²,152 m²,,SHM - Sertifikat Hak Milik,,"Tanjung Duren, Jakarta Barat",-6.1713515,106.7839175,Rp,Miliar,"5,5"
4.0,,,,2.0,5.0,5.0,Unfurnished,1200 m²,1078 m²,,SHM - Sertifikat Hak Milik,2010.0,"Menteng, Jakarta Pusat",-6.19638,106.83789,unknown,unknown,unknown
2.0,2.0,,2.0,2.0,5.0,5.0,Semi Furnished,600 m²,860 m²,,SHM - Sertifikat Hak Milik,,"Kemang, Jakarta Selatan",-6.266904,106.823931,Rp,Miliar,"21,5"
2.0,2.0,,2.0,2.0,4.0,5.0,Semi Furnished,350 m²,653 m²,,SHM - Sertifikat Hak Milik,,"Kemang, Jakarta Selatan",-6.266904,106.823931,Rp,Miliar,"13,9"
1.0,1.0,5500 Watt,1.0,2.0,3.0,3.0,Unfurnished,300 m²,150 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Golf Island, Jakarta Utara",-6.113214399999999,106.7507561,Rp,Miliar,"5,7"
1.0,1.0,,,2.0,2.0,3.0,Unfurnished,150 m²,102 m²,,SHM - Sertifikat Hak Milik,,"Pluit, Jakarta Utara",-6.11555,106.78378,Rp,Miliar,"2,5"
,,10600 Watt,1.0,3.0,4.0,4.0,Semi Furnished,372 m²,117 m²,,SHM - Sertifikat Hak Milik,,"Kebon Jeruk, Jakarta Barat",-6.184046800000001,106.7680752,Rp,Miliar,"8,5"
2.0,1.0,3500 Watt,2.0,2.0,4.0,5.0,Furnished,288 m²,190 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,"3,89"
2.0,1.0,2200 Watt,2.0,,1.0,3.0,,88 m²,103 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,"1,98"
2.0,1.0,3500 Watt,2.0,2.0,3.0,4.0,,218 m²,153 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,"3,95"
1.0,1.0,2200 Watt,1.0,3.0,3.0,3.0,,138 m²,60 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.15899,106.79331,Rp,Miliar,"1,7"
2.0,1.0,2200 Watt,2.0,3.0,2.0,6.0,,178 m²,98 m²,,HGB - Hak Guna Bangunan,2013.0,"Jelambar, Jakarta Barat",-6.15899,106.79331,Rp,Miliar,"2,29"
2.0,1.0,2200 Watt,2.0,3.0,4.0,4.0,,238 m²,105 m²,,SHM - Sertifikat Hak Milik,2022.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,"3,89"
2.0,1.0,,2.0,3.0,3.0,4.0,,338 m²,164 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.15899,106.79331,Rp,Miliar,"3,89"
2.0,1.0,5500 Watt,2.0,4.0,4.0,3.0,Semi Furnished,243 m²,77 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,"2,49"
1.0,1.0,7700 Watt,1.0,4.0,3.0,3.0,Furnished,238 m²,80 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.15899,106.79331,Rp,Miliar,"2,7"
,1.0,,,2.0,3.0,4.0,Semi Furnished,250 m²,144 m²,,SHM - Sertifikat Hak Milik,,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,Rp,Miliar,"4,5"
1.0,1.0,2200 Watt,1.0,2.0,3.0,3.0,,97 m²,55 m²,,SHM - Sertifikat Hak Milik,2023.0,"Cempaka Putih, Jakarta Pusat",-6.1868333,106.8665002,Rp,Miliar,"2,47"
1.0,1.0,2200 Watt,1.0,2.0,3.0,3.0,Unfurnished,103 m²,53 m²,,SHM - Sertifikat Hak Milik,2023.0,"Cakung, Jakarta Timur",-6.18489,106.94493,Rp,Miliar,"1,62"
,1.0,2200 Watt,,1.0,2.0,6.0,Unfurnished,150 m²,276 m²,,SHM - Sertifikat Hak Milik,2015.0,"Kramat Jati, Jakarta Timur",-6.27577,106.87618,Rp,Miliar,"1,8"
,,,,1.0,2.0,2.0,Unfurnished,1 m²,105 m²,,SHM - Sertifikat Hak Milik,,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,Rp,Miliar,"1,65"
,,,,,2.0,3.0,Unfurnished,126 m²,,35.0,SHM - Sertifikat Hak Milik,2020.0,"Cempaka Putih, Jakarta Pusat",-6.1868333,106.8665002,Rp,Miliar,"1,9"
,,2200 Watt,,3.0,3.0,4.0,Unfurnished,250 m²,90 m²,,SHM - Sertifikat Hak Milik,2023.0,"Sunter, Jakarta Utara",-6.13717,106.86524,Rp,Miliar,"3,65"
1.0,1.0,4400 Watt,1.0,2.0,2.0,4.0,Semi Furnished,300 m²,300 m²,,SHM - Sertifikat Hak Milik,,"Meruya, Jakarta Barat",-6.1970854,106.7382072,unknown,unknown,unknown
1.0,1.0,,3.0,3.0,3.0,5.0,Semi Furnished,600 m²,250 m²,,SHM - Sertifikat Hak Milik,2010.0,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"10,2"
1.0,3.0,,2.0,1.0,3.0,4.0,,300 m²,144 m²,,SHM - Sertifikat Hak Milik,2015.0,"Permata Buana, Jakarta Barat",-6.2,106.816666,unknown,unknown,unknown
2.0,1.0,,,1.0,3.0,2.0,Unfurnished,180 m²,136 m²,,SHM - Sertifikat Hak Milik,,"Permata Buana, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"4,5"
1.0,,,1.0,1.0,2.0,3.0,Unfurnished,150 m²,335 m²,,SHM - Sertifikat Hak Milik,,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,Rp,Miliar,"8,5"
2.0,1.0,4400 Watt,1.0,3.0,3.0,4.0,Unfurnished,540 m²,510 m²,,"Lainnya (PPJB,Girik,Adat,dll)",2018.0,"Golf Island, Jakarta Utara",-6.0912957191467285,106.7445297241211,Rp,Miliar,"25,5"
2.0,1.0,,2.0,2.0,4.0,4.0,Unfurnished,103 m²,53 m²,,SHM - Sertifikat Hak Milik,2023.0,"Pisangan Lama, Jakarta Timur",-6.21296,106.87595,Rp,Miliar,"1,65"
1.0,1.0,2200 Watt,1.0,2.0,3.0,3.0,Unfurnished,69 m²,48 m²,,SHM - Sertifikat Hak Milik,2023.0,"Senen, Jakarta Pusat",-6.195351899999999,106.8498184,Rp,Miliar,"1,53"
,2.0,5500 Watt,4.0,,3.0,5.0,,400 m²,515 m²,,SHM - Sertifikat Hak Milik,,"Cilandak, Jakarta Selatan",-6.33405,106.79344,Rp,Miliar,"13,9"
2.0,2.0,3300 Watt,1.0,2.0,4.0,5.0,Unfurnished,900 m²,736 m²,,SHM - Sertifikat Hak Milik,,"Cipete, Jakarta Selatan",-6.2716448,106.8030892,Rp,Miliar,16
1.0,1.0,3500 Watt,,3.0,3.0,4.0,Unfurnished,160 m²,72 m²,,SHM - Sertifikat Hak Milik,2024.0,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,Rp,Miliar,"2,9"
2.0,1.0,,,3.0,4.0,4.0,Unfurnished,200 m²,90 m²,,SHM - Sertifikat Hak Milik,2024.0,"Permata Buana, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"4,59"
,3.0,,,3.0,5.0,6.0,,1364 m²,1770 m²,,,,"Kebayoran Baru, Jakarta Selatan",-6.2452337,106.7999471,Rp,Miliar,150
,,,,,2.0,3.0,Semi Furnished,116 m²,,31.0,"Lainnya (PPJB,Girik,Adat,dll)",2018.0,"Tebet, Jakarta Selatan",-6.2251223,106.8549881,Rp,Miliar,"3,4"
,,,1.0,2.0,4.0,4.0,Semi Furnished,252 m²,400 m²,,SHM - Sertifikat Hak Milik,,"Cipete, Jakarta Selatan",-6.2716448,106.8030892,Rp,Miliar,"11,9"
6.0,,,4.0,2.0,5.0,5.0,,400 m²,1192 m²,,SHM - Sertifikat Hak Milik,,"Kemang, Jakarta Selatan",-6.266904,106.823931,Rp,Miliar,24
5.0,,,,2.0,6.0,6.0,,1600 m²,1050 m²,,,,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,Rp,Miliar,68
10.0,,,2.0,2.0,5.0,5.0,,1000 m²,1241 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,Rp,Miliar,110
,2.0,,,1.0,5.0,5.0,,600 m²,860 m²,,SHM - Sertifikat Hak Milik,,"Kemang, Jakarta Selatan",-6.266904,106.823931,Rp,Miliar,"21,5"
3.0,,,3.0,1.0,5.0,5.0,,750 m²,1286 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,Rp,Miliar,45
10.0,2.0,,2.0,1.0,3.0,3.0,,500 m²,1375 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,Rp,Miliar,43
2.0,2.0,,2.0,2.0,4.0,5.0,,530 m²,653 m²,,SHM - Sertifikat Hak Milik,,"Kemang, Jakarta Selatan",-6.266904,106.823931,Rp,Miliar,"13,9"
2.0,,,4.0,3.0,5.0,5.0,,700 m²,400 m²,,SHM - Sertifikat Hak Milik,,"Kelapa Gading, Jakarta Utara",-6.15808,106.91815,Rp,Miliar,17
2.0,1.0,3500 Watt,,1.0,,,Semi Furnished,230 m²,187 m²,,SHM - Sertifikat Hak Milik,,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,Rp,Miliar,"4,5"
2.0,2.0,,9.0,2.0,5.0,5.0,Unfurnished,763 m²,1051 m²,,SHM - Sertifikat Hak Milik,,"Menteng, Jakarta Pusat",-6.19638,106.83789,unknown,unknown,unknown
1.0,1.0,,1.0,2.0,2.0,3.0,Unfurnished,80 m²,80 m²,,HGB - Hak Guna Bangunan,,"Pantai Indah Kapuk 2, Jakarta Utara",-6.076946282216,106.71495362061,Rp,Miliar,"2,5"
1.0,,7700 Watt,1.0,2.0,2.0,2.0,Unfurnished,250 m²,144 m²,,SHM - Sertifikat Hak Milik,,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,Rp,Miliar,"5,5"
2.0,1.0,5500 Watt,1.0,2.0,3.0,4.0,Furnished,250 m²,160 m²,,SHM - Sertifikat Hak Milik,,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,Rp,Miliar,"5,75"
1.0,1.0,5500 Watt,1.0,2.0,3.0,3.0,Unfurnished,160 m²,135 m²,,SHM - Sertifikat Hak Milik,,"Puri Mansion, Jakarta Barat",-6.1813377,106.7271337,Rp,Miliar,"3,9"
,1.0,,2.0,3.0,4.0,5.0,Unfurnished,193 m²,73 m²,,SHM - Sertifikat Hak Milik,2023.0,"Tanjung Duren, Jakarta Barat",-6.18036,106.78369,Rp,Miliar,"2,48"
,,,,3.0,5.0,5.0,Unfurnished,275 m²,102 m²,,SHM - Sertifikat Hak Milik,,"Kelapa Gading, Jakarta Utara",-6.15808,106.91815,Rp,Miliar,"3,4"
2.0,,,,1.0,3.0,4.0,Unfurnished,276 m²,174 m²,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.13717,106.86524,Rp,Miliar,"4,8"
,,3500 Watt,,1.0,3.0,4.0,,120 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"2,42"
,,2200 Watt,,2.0,3.0,3.0,,90 m²,72 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"2,04"
,,2200 Watt,,2.0,3.0,4.0,,123 m²,108 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"2,49"
,,3500 Watt,,2.0,4.0,4.0,,210 m²,200 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,3
,,3500 Watt,,1.0,3.0,2.0,,160 m²,275 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"2,68"
,,2200 Watt,,2.0,2.0,3.0,,98 m²,67 m²,,HGB - Hak Guna Bangunan,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"1,42"
,,3500 Watt,,2.0,3.0,4.0,,135 m²,83 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"1,61"
,,2200 Watt,,2.0,3.0,5.0,,160 m²,160 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"2,15"
,,2200 Watt,,2.0,4.0,3.0,,130 m²,128 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"2,14"
,,2200 Watt,,2.0,2.0,3.0,,120 m²,169 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"2,06"
1.0,,2200 Watt,,1.0,2.0,5.0,,200 m²,150 m²,,SHM - Sertifikat Hak Milik,,"Tebet, Jakarta Selatan",-6.225840091705322,106.8568115234375,Rp,Miliar,"3,9"
2.0,1.0,5500 Watt,2.0,2.0,4.0,4.0,Semi Furnished,450 m²,230 m²,,SHM - Sertifikat Hak Milik,2000.0,"Pantai Indah Kapuk, Jakarta Utara",-6.1236701011657715,106.75318145751953,Rp,Miliar,"9,5"
,,,,2.0,4.0,3.0,,110 m²,120 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"2,31"
1.0,1.0,3500 Watt,,2.0,3.0,5.0,Unfurnished,160 m²,182 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"4,28"
1.0,1.0,5500 Watt,,3.0,3.0,2.0,Unfurnished,150 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"2,47"
1.0,1.0,7700 Watt,,2.0,3.0,5.0,Unfurnished,350 m²,200 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"3,21"
,,2200 Watt,,2.0,3.0,5.0,,120 m²,110 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"2,68"
,,3500 Watt,,1.0,3.0,4.0,,165 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"3,32"
,,4400 Watt,,2.0,3.0,4.0,,215 m²,162 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"4,23"
,,1300 Watt,,1.0,1.0,2.0,,50 m²,60 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Juta,600
,,2200 Watt,,2.0,2.0,3.0,,95 m²,60 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Juta,710
,,900 Watt,,2.0,2.0,2.0,,100 m²,60 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Juta,560
,,1300 Watt,,1.0,1.0,2.0,,45 m²,66 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Juta,590
,,1300 Watt,,1.0,1.0,2.0,,55 m²,72 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Juta,810
,,2200 Watt,,1.0,1.0,2.0,,60 m²,153 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,4"
,,1300 Watt,,2.0,2.0,3.0,,110 m²,60 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,01"
,,2200 Watt,,1.0,2.0,3.0,,108 m²,120 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"2,14"
,,2200 Watt,,2.0,2.0,4.0,,174 m²,147 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,29"
,,2200 Watt,,1.0,1.0,3.0,,112 m²,112 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,02"
,,3500 Watt,,2.0,3.0,4.0,,115 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,18"
,,1300 Watt,,3.0,2.0,3.0,,150 m²,60 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Juta,750
,,3500 Watt,,2.0,4.0,4.0,,144 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,72"
,,5500 Watt,,2.0,3.0,4.0,,300 m²,200 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,3
,,2200 Watt,,1.0,2.0,3.0,,136 m²,136 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,07"
,,1300 Watt,,1.0,3.0,2.0,,140 m²,145 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Juta,970
,,1300 Watt,,2.0,3.0,3.0,,110 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,18"
